id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35386738,Direct Acc Asakusa/Akihabara/Tokyo/5mins sta#102,218499353,Lina,,Arakawa Ku,35.73258,139.7952,Entire home/apt,8450,2,12,2020-01-31,1.25,8,88
35388680,New Sale! Great Access! Okubo Large Room  Max8pp,257529278,Hiro,,Shinjuku Ku,35.70201,139.70618,Entire home/apt,30033,1,0,,,13,0
35389321,"Private room in Yoyogi-Uehara (Harajuku, Shinjuku)",9842276,Shirou,,Shibuya Ku,35.67406,139.67819,Private room,6543,1,25,2020-02-24,2.36,1,260
35389846,"New house in Ueno, 10 minJR Ueno , 4 min Iriya sta",21004633,Yoshi,,Taito Ku,35.71772,139.78442,Entire home/apt,40002,1,52,2020-03-01,5.34,4,1
35390119,Beautiful house【忍】Traditional Japanese style/ 110㎡,210199913,Satoru,,Sumida Ku,35.70182,139.81049,Entire home/apt,24992,2,25,2020-03-15,2.79,18,197
35396838,Two-Room Apartment With Own Bathroom (A6),25865449,Seungkwan,,Shinjuku Ku,35.69944,139.70456,Entire home/apt,19951,3,3,2019-11-28,0.28,22,241
35396970,TokyoUniversity #MAX5#Tokyodome#WIFI#Convenient,218406513,Daiju,,Bunkyo Ku,35.71957,139.75311,Entire home/apt,14011,1,23,2020-03-14,2.25,4,0
35398501,Free Parking/Sangen-jaya Sta♪5min￫Shibuya/3Bdrms!,264883119,Koji,,Setagaya Ku,35.64614,139.67185,Entire home/apt,22033,2,50,2020-03-26,4.75,1,126
35401390,ClassyHouse Shinjuku 3F Naturallyroom  Kagurazaka♪,61330265,Nagisa,,Shinjuku Ku,35.70562,139.73099,Entire home/apt,34975,2,31,2020-03-22,2.98,3,51
35412451,"｢Rs,5F｣★6人OK★浅草上野秋叶原附近民宿公寓",62214812,Riku,,Taito Ku,35.70467,139.785,Entire home/apt,16471,1,6,2020-01-19,0.77,30,246
35412772,RSK4F★6人间★浅草上野秋叶原附近民宿公寓,62214812,Riku,,Taito Ku,35.70443,139.78451,Entire home/apt,17162,1,18,2020-02-24,1.82,30,157
35412777,"｢Rs,3F｣★6人间★浅草上野秋叶原附近民宿公寓",62214812,Riku,,Taito Ku,35.7046,139.78523,Entire home/apt,17006,1,13,2020-02-11,1.23,30,218
35429161,Near Yokota AB 5min 1st fl R102 Loft type one room,45557046,Shukichi,,Fussa Shi,35.74523,139.3351,Entire home/apt,3423,2,3,2020-03-01,1.15,4,24
35429752,Cozy Home - Best Location  Akasaka/Roppongi  VP#11,17228309,Zen,,Minato Ku,35.66958,139.73602,Entire home/apt,12013,2,17,2019-12-26,1.67,41,0
35429875,6 People Family Room in Shinjuku/ Free Pocket-wifi,216354215,Mariz,,Shinjuku Ku,35.6993,139.6985,Private room,18020,1,1,2019-12-31,0.25,8,0
35430141,Peaceful Rest  Akasaka/ Roppongi VP#12,17228309,Zen,,Minato Ku,35.66971,139.73509,Entire home/apt,12013,1,11,2020-01-26,1.16,41,0
35432151,NEW Easy access to Shinjuku 2min/Free Wi-Fi/MAX 4,266657724,Hatsumi,,Shibuya Ku,35.67984,139.68353,Entire home/apt,99967,2,24,2020-04-05,2.26,7,334
35433390,"EBISU#4 Near Meguro/Shibuya,10mins to Jr Ebisu",232836811,Youjiang,,Shibuya Ku,35.64729,139.72024,Entire home/apt,11048,1,14,2020-02-27,1.38,46,0
35433474,Shinjuku Valuable Room for Group and Family,225641029,Genzo,,Shinjuku Ku,35.69346,139.70899,Entire home/apt,49949,1,11,2020-03-12,1.15,7,0
35434658,"Nice designed,cozy apartment Shinjuku Area #5",266670311,Mari,,Shinjuku Ku,35.70177,139.70407,Entire home/apt,12013,1,22,2020-02-01,2.13,2,5
35434660,"Nice designed,cozy apartment Shinjuku Area wifi #6",266670311,Mari,,Shinjuku Ku,35.69429,139.70235,Entire home/apt,12013,1,29,2020-04-05,2.93,2,153
35435663,Cozy Room - 2 min away from Ikebukuro Station,215606612,Hayato,,Toshima Ku,35.73076,139.72744,Entire home/apt,30033,1,5,2019-10-22,0.52,29,0
35436516,4 People Family Room in Shinjuku/ Free Pocket-wifi,216354215,Mariz,,Shinjuku Ku,35.70027,139.69633,Private room,14051,1,4,2019-12-06,0.43,8,32
35438919,From Ueno JR station walk for 5 mins/Metro 5 mins,198555536,Liu,,Taito Ku,35.7123,139.77914,Entire home/apt,5041,30,2,2020-02-29,0.41,6,179
35439269,Near Waseda Ikebukuro Shinjuku sta  Pocket WiFi,221109442,Esme,,Toshima Ku,35.71448,139.70785,Entire home/apt,9010,1,20,2020-02-19,2.13,1,181
35439780,Cozy Room - 2 min away from Ikebukuro Station,215606612,Hayato,,Toshima Ku,35.73098,139.72746,Entire home/apt,30033,1,1,2019-10-07,0.15,29,0
35443210,"6mins to shinjuku,8mins to station(have wifi)#21",172143235,Kasumata,,Suginami Ku,35.70828,139.65583,Entire home/apt,8984,1,9,2020-01-12,0.87,3,270
35447167,"Near Skytree, Asakusa/  Station 3 mins walk /☆3DK",205906665,Anna,,Sumida Ku,35.71941,139.8141,Entire home/apt,17805,1,4,2020-01-24,0.63,17,315
35458405,永春民宿0203,254381132,宜坤,,Taito Ku,35.72744,139.79899,Private room,13049,1,5,2020-02-01,0.54,2,26
35464414,民泊1階｡八王子駅南口から600m､成田空港と羽田空港に直行ﾊﾞｽがあり､飲食及び買物は非常に便利｡,260261342,民泊,,Hachioji Shi,35.65115,139.34282,Private room,5883,1,7,2020-03-03,0.70,4,83
35466541,Classy House Shinjuku 4F ☆Miyabi in Kagurazaka ♪♪,61330265,Nagisa,,Shinjuku Ku,35.70622,139.7304,Entire home/apt,34975,2,28,2020-03-06,2.67,3,132
35466834,Classy House Shinjuku 5F ☆Modern in Kagurazaka♪♪,61330265,Nagisa,,Shinjuku Ku,35.70587,139.73154,Entire home/apt,45029,2,27,2020-01-29,2.60,3,81
35467888,景观街旅游景区 401室,232298663,美玲,,Sumida Ku,35.7046,139.81079,Entire home/apt,9975,2,25,2020-02-05,2.77,5,305
35469585,板橋駅￫池袋駅 4分,239517747,大庭高平,,Toshima Ku,35.74113,139.71898,Private room,3969,2,1,2019-07-26,0.11,4,90
35469999,Quiet Cosy Detached House near Ikebukuro Seibu,212406967,Sharon,,Toshima Ku,35.72647,139.71181,Entire home/apt,45050,3,40,2020-03-18,3.92,3,244
35471263,Only 1 min from Sensoji ! All new and private !!,265908299,Masahiro,,Taito Ku,35.71476,139.79465,Private room,8581,1,30,2020-03-23,2.87,3,156
35471591,"Near Skytree, Asakusa/  Station 3 mins walk /☆3DK",150232625,Anna,,Sumida Ku,35.71922,139.81472,Entire home/apt,15767,1,0,,,16,315
35472254,NewOpenTheWhiteVilla~SHINJUKU W HOUSE~5min to sta.,62389310,Yuwei,,Shinjuku Ku,35.69761,139.68928,Entire home/apt,11048,2,10,2020-01-01,1.06,13,351
35472303,"Takao Asile Villa, 8mn from Takaosanguchi sta.",73463626,Hara,,Hachioji Shi,35.61655,139.25853,Entire home/apt,900047,1,15,2020-04-20,1.55,79,181
35473144,"Near Skytree, Asakusa/  Station 3 mins walk /☆3DK",216544001,Anna,,Sumida Ku,35.72028,139.81451,Entire home/apt,15982,1,3,2019-12-29,0.42,17,315
35473470,"Near Skytree, Asakusa/  Station 3 mins walk /☆3DK",226182927,Anna,,Sumida Ku,35.72097,139.81472,Entire home/apt,19843,1,0,,,15,329
35476567,NEST HATAGAYA #2: Stylish Apt 4min from Sta.,918551,Ryo,,Shibuya Ku,35.6777,139.67971,Entire home/apt,12979,1,39,2020-04-18,3.68,3,71
35477255,【期間限定･特別割引50%OFF!】Pebliss 翼 羽田空港から8分 京急蒲田駅徒歩2分,218190604,Peach Inc.,,Ota Ku,35.56193,139.72549,Entire home/apt,21989,2,8,2020-03-31,0.83,35,0
35478188,skytree view/6min train to akihabara/free WIFI,81605474,Takako,,Sumida Ku,35.70104,139.81414,Entire home/apt,15017,2,33,2020-01-30,3.13,6,333
35483068,限定価格★竹乃宿 浅草寺･雷門/無料WiFi完備 /最寄駅浅草駅/花やしき,263357887,Airi,,Taito Ku,35.71129,139.79368,Private room,11979,1,5,2019-08-13,0.49,18,0
35483271,"Momiji201套房出租,最大6人,浅草上野秋葉原,羽田空港ﾊﾞｽ直通,千住大橋8分､北千住11分",242383256,佑衣,,Adachi Ku,35.74628,139.79818,Entire home/apt,8664,2,4,2020-03-08,0.98,3,22
35483403,必見￬初回限定料金￬★竹乃宿 浅草寺まで徒歩3分/無料WiFi /最寄駅浅草駅,263357887,Airi,,Taito Ku,35.71021,139.79347,Hotel room,12013,1,1,2019-07-15,0.10,18,155
35483846,NEWOPEN★限定価格★竹乃宿 浅草寺まで徒歩3分/無料WiFi完備 /最寄駅浅草駅/人力車,263357887,Airi,,Taito Ku,35.71021,139.79347,Private room,9975,1,19,2020-03-02,1.76,18,156
35484516,★NEW★Asakusa New Open★Takenoyado Hotel★,263357887,Airi,,Taito Ku,35.71021,139.79347,Private room,9975,1,2,2020-01-02,0.19,18,155
35484810,Senso-ji Temple 3 min walk! Asakusa Sta !,263357887,Airi,,Taito Ku,35.71021,139.79347,Hotel room,9975,1,11,2020-01-28,1.02,18,155
35485256,"@1[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69043,139.71405,Entire home/apt,11048,1,3,2019-12-29,0.29,20,46
35485572,PrivateRoom 2AS-Easy access Nippori/Ueno“YB House”,26341212,Tombo,,Arakawa Ku,35.73779,139.78641,Private room,3530,1,0,,,15,27
35485603,"@2[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69133,139.71405,Entire home/apt,11048,1,3,2020-02-06,0.43,20,48
35485758,"@3[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69084,139.71436,Entire home/apt,11048,1,19,2020-03-12,1.88,20,40
35485887,"@4[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69061,139.71394,Entire home/apt,11048,1,13,2019-12-25,1.24,20,34
35485994,"@5[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69192,139.714,Entire home/apt,11048,1,4,2019-10-31,0.43,20,48
35486195,"@6[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69241,139.71316,Entire home/apt,11048,1,10,2019-12-29,0.96,20,48
35486347,"@7[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69116,139.71395,Entire home/apt,11048,1,1,2019-07-24,0.11,20,18
35486485,"@8[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69218,139.71275,Entire home/apt,11048,1,1,2019-11-06,0.17,20,30
35486689,PrivateRoom 1LS-Easy access Nippori/Ueno“YB House”,26341212,Tombo,,Arakawa Ku,35.73452,139.78325,Private room,3218,1,0,,,15,0
35487158,PrivateRoom 1BS-Easy access Nippori/Ueno“YB House”,26341212,Tombo,,Arakawa Ku,35.735,139.78279,Private room,3218,1,0,,,15,0
35487846,"@9[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69133,139.71394,Entire home/apt,11048,1,2,2019-11-27,0.30,20,48
35487952,"@10[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69048,139.7142,Entire home/apt,11017,1,12,2020-01-28,1.22,20,40
35488031,"@11[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69073,139.71277,Entire home/apt,11048,1,14,2020-02-05,1.35,20,40
35488127,"@12[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69124,139.7127,Entire home/apt,11048,1,14,2020-04-02,1.47,20,46
35488218,"@13[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69112,139.71421,Entire home/apt,11048,1,6,2020-01-16,0.68,20,46
35488341,"@14[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69125,139.71383,Entire home/apt,11048,1,5,2020-01-02,0.68,20,40
35488502,"@15[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,701",152271580,Shu,,Shinjuku Ku,35.6918,139.71308,Entire home/apt,11048,1,7,2019-12-27,0.84,20,48
35488593,"@16[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69106,139.7137,Entire home/apt,11048,1,13,2020-03-06,1.51,20,48
35488738,"@17[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69269,139.7125,Entire home/apt,11048,1,4,2020-01-25,0.47,20,42
35488873,"@18[SHINJUKU 5mins]  Hotel SHU , 2guests ,wifi,",152271580,Shu,,Shinjuku Ku,35.69098,139.7126,Entire home/apt,11048,1,6,2020-01-31,0.75,20,41
35492722,30min Shinjuku/Ginza/Asakusa+5m to station (2Bed R,227428693,Ted,,Adachi Ku,35.76642,139.77343,Entire home/apt,12407,1,4,2020-02-08,0.41,4,268
35493335,Private Studio Apartment Setagaya TOKYO 小さいながらも快適,267027075,Komi,,Setagaya Ku,35.64945,139.642,Entire home/apt,14974,1,15,2020-02-08,1.41,1,90
35495324,Only 1 min from Sensoji ! All new and private !!,265908299,Masahiro,,Taito Ku,35.71373,139.79381,Entire home/apt,49984,1,0,,,3,147
35496065,2Rooms/5beds/8PAX! 5min to Shinjuku High-grade #4,20393390,Jun And Junko,,Shibuya Ku,35.67266,139.66737,Entire home/apt,19951,2,7,2020-01-24,0.91,6,0
35496787,4Rooms/8beds/16PAX! 5min to Shinjuku High-grade #5,20393390,Jun And Junko,,Shibuya Ku,35.67205,139.66698,Entire home/apt,40008,2,11,2020-03-02,1.59,6,0
35496957,"距离车站步行5分钟左右､近浅草寺､雷门､天空树等景区,合住公寓Bed2",265771053,美惠,,Sumida Ku,35.7373,139.81975,Shared room,2032,1,5,2019-09-02,0.51,5,1
35497515,"Reasonable, Private Bunk Bed Room / Free WiFi",267065535,Frances,,Shinjuku Ku,35.69907,139.69716,Entire home/apt,2896,1,13,2020-01-11,1.30,10,118
35498358,"距离车站步行5分钟左右,近浅草寺､雷门､天空树等景区,独立房间Bed2",265771053,美惠,,Sumida Ku,35.73672,139.82153,Private room,8022,1,4,2019-12-30,0.42,5,117
35499341,板東楼  商店街近隣､大规模新装修､空港ｱｸｾｽ便利 最大8名滞在可能,266732995,Anjyu,,Edogawa Ku,35.69768,139.91197,Entire home/apt,4278,1,13,2020-01-29,1.31,1,311
35499460,Reasonable Bunk Bed Private Room  / Free WiFi,267065535,Frances,,Shinjuku Ku,35.69929,139.69688,Entire home/apt,8259,1,6,2019-12-19,0.62,10,92
35500812,"距离车站步行5分钟左右,近浅草寺､雷门､天空树等景区,独立房间Bed1",265771053,美惠,,Sumida Ku,35.73586,139.82051,Private room,5990,1,10,2019-11-23,1.03,5,117
35503078,Private Simple Single room in Shinjuku / Free WiFi,267065535,Frances,,Shinjuku Ku,35.69922,139.69735,Entire home/apt,3003,1,48,2020-03-02,4.57,10,76
35504797,4Rooms/9beds/20PAX! 5min to Shinjuku High-grade #6,20393390,Jun And Junko,,Shibuya Ku,35.67259,139.6689,Entire home/apt,40008,2,11,2020-03-01,1.33,6,0
35504957,"千住momiji,整栋出租,4间卧室3浴室3洗手间,千住大桥徒步7分北千住徒步11分,房间有wifi",242383256,佑衣,,Adachi Ku,35.74601,139.79675,Entire home/apt,28023,2,1,2020-01-23,0.31,3,46
35505261,"Studio with loft, Skytree/Asakusa 10mins walk",42876350,Xun,,Sumida Ku,35.70635,139.80527,Entire home/apt,9010,1,28,2020-04-10,2.68,9,265
35505842,2 minutes JR station relaxed apartment,28396334,Sherry,,Sumida Ku,35.69808,139.81456,Entire home/apt,29948,2,13,2020-02-08,1.38,3,86
35507166,Female Dormitory 10mins to UENO! HOSTEL FD,259396114,Tokyo Guesthouse Oji,,Kita Ku,35.75247,139.73653,Shared room,2038,1,3,2019-11-20,0.36,6,157
35507181,Dormitory 10mins to UENO! HOSTEL MD,259396114,Tokyo Guesthouse Oji,,Kita Ku,35.7509,139.73561,Shared room,2038,1,36,2020-02-10,3.90,6,158
35507196,10mins to UENO! HOSTEL 和室,259396114,Tokyo Guesthouse Oji,,Kita Ku,35.75054,139.73712,Shared room,7508,1,7,2020-02-15,1.15,6,76
35507202,10mins to UENO! HOSTEL ﾂｲﾝ,259396114,Tokyo Guesthouse Oji,,Kita Ku,35.75202,139.73531,Private room,9975,1,1,2019-10-25,0.16,6,153
35507208,10mins to UENO! HOSTEL ﾌｧﾐﾘｰ,259396114,Tokyo Guesthouse Oji,,Kita Ku,35.7504,139.73646,Private room,9947,1,1,2019-11-03,0.17,6,154
35507214,10mins to UENO! HOSTEL 4ﾍﾞｯﾄﾞ,259396114,Tokyo Guesthouse Oji,,Kita Ku,35.75183,139.73586,Private room,9947,1,0,,,6,68
35520477,7 min walk from JR IKEBUKURO STA SAFE AREA★59,229635334,Goody,,Toshima Ku,35.7358,139.70668,Entire home/apt,6007,1,11,2019-11-04,1.06,37,132
35523983,"距离车站步行5分钟左右,近浅草寺､雷门､天空树等景区,双人间",265771053,美惠,,Sumida Ku,35.73811,139.82196,Private room,5027,1,27,2020-03-05,2.66,5,114
35524263,Japanese traditional  house near UENO & ASAKUSA,57032843,Aki,,Katsushika Ku,35.75253,139.82611,Entire home/apt,24814,2,17,2020-03-26,1.67,3,328
35532237,Near Ueno/Asakusa#3mins to Skytree#90㎡ cozy room,201500222,Kenta,,Sumida Ku,35.71151,139.81492,Private room,27030,1,39,2020-03-16,4.02,35,22
35536019,Tokyo Spa Premium,54170559,Wat,,Taito Ku,35.71547,139.78631,Private room,49984,1,12,2020-03-02,1.32,4,93
35539905,NewOpenWhiteVilla~SHINJUKU W HOUSE~BestFamilyRoom~,62389310,Yuwei,,Shinjuku Ku,35.69836,139.69053,Entire home/apt,19951,2,9,2019-11-05,0.89,13,364
35540677,NewOpenWhiteVilla~SHINJUKU W HOUSE~BestFamilyRoom~,62389310,Yuwei,,Shinjuku Ku,35.69624,139.68921,Entire home/apt,19951,2,13,2020-03-25,1.34,13,364
35547942,4min sta! 4stations! Direct to Tokyo/Ginza/Asakusa,183877565,UI Home Company,,Shinagawa Ku,35.60225,139.71338,Entire home/apt,22996,1,6,2020-02-09,0.91,31,180
35548712,匯家 KAIKE Akabene  5mins to the nearest station!,218849633,Sihou,,Kita Ku,35.77812,139.72513,Private room,9546,3,6,2020-02-15,0.75,15,0
35553452,Near Ueno/Asakusa#3mins to Skytree#60㎡ cozy room,201500222,Kenta,,Sumida Ku,35.71007,139.81642,Private room,18020,1,31,2020-02-25,3.09,35,34
35554059,Design hotel near Ueno/Asakusa with 2 bedrooms,201500222,Kenta,,Kita Ku,35.73817,139.7496,Private room,26953,1,17,2020-02-29,2.31,35,33
35557217,Shinjuku丨4min from station丨 wifi丨one-502,264412540,Sarah,,Shinjuku Ku,35.6967,139.68974,Entire home/apt,12013,1,19,2020-03-29,1.95,10,161
35558936,D's Stay3A  New open Stylish House.,106357825,Daniel,,Shibuya Ku,35.6822,139.67907,Entire home/apt,40008,3,23,2020-03-19,2.78,2,331
35559022,sta 4min from nishi-shinjuku sta Free WiFi one-702,264412540,Sarah,,Shinjuku Ku,35.69498,139.69015,Entire home/apt,12013,1,14,2020-03-24,1.54,10,161
35561463,東京の KYUKYU HOTEL 32㎡の大きな部屋 最大6名 ﾍﾞﾗﾝﾀﾞ付,156866616,真介,,Taito Ku,35.72801,139.78981,Hotel room,18342,1,4,2020-01-14,0.41,4,0
35562016,OPEN SALE‼池袋駅まで徒歩12分☆新宿渋谷ｴﾘｱ!浅草も近い!FREEWifi,221304985,Trust,,Toshima Ku,35.73519,139.72156,Entire home/apt,15017,2,19,2020-03-14,1.84,6,99
35572376,NewOpenWhiteVilla~SHINJUKU W HOUSE~BestFamilyRoom~,62389310,Yuwei,,Shinjuku Ku,35.69679,139.69099,Entire home/apt,11048,2,13,2020-02-20,1.29,13,336
35580810,"The apartment hotel ZEN: 2 bedrooms, 65㎡",58103809,Yong,,Bunkyo Ku,35.72596,139.72706,Entire home/apt,14011,1,23,2020-02-21,2.25,7,172
35582401,下町谷根千の宿,148208245,Tomo,,Bunkyo Ku,35.72839,139.76378,Entire home/apt,11979,1,11,2020-01-06,1.13,1,179
35583574,Shinjuku Sta 10min/subway 4min/Suitable for family,70438155,MingJuan,,Shinjuku Ku,35.69669,139.70256,Entire home/apt,19951,2,26,2020-03-21,2.50,15,164
35584671,NO.1 close to Hamamatsucho Station!Standard Twin room with Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65835,139.75707,Private room,20001,1,0,,,10,0
35584676,NO.1 close to Hamamatsucho Station!Standard Double room with Small Double Bed with Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65803,139.75734,Private room,20001,1,6,2020-03-14,0.98,10,148
35584687,plan Non-smoking Twin room with tower view,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65807,139.75686,Private room,20001,1,0,,,10,141
35584691,NO.1 close to Hamamatsucho Station!Phiten Twin room with Wifi&Handy  Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65816,139.75609,Private room,20001,1,0,,,10,133
35584694,NO.1 close to Hamamatsucho Station!Phiten Double Room  Small Double Bed Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65812,139.75577,Private room,20001,1,0,,,10,148
35584698,Tower view + Upper floor Double room with Small Double Bed!Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65783,139.75549,Private room,20001,1,0,,,10,148
35584702,NO.1 close to Hamamatsucho Station!Phiten Single room with Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65706,139.7561,Private room,20001,1,0,,,10,147
35584706,Tower view + Upper floor Single room with Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.6584,139.75595,Private room,20001,1,1,2019-11-18,0.18,10,0
35584713,NO.1 close to Hamamatsucho Station!Standard Single room with Wifi&Handy Smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65661,139.75598,Private room,20001,1,0,,,10,148
35584722,Tower view + Upper floor Deluxe Twin room with Wifi&Handy smartphone,267743729,変なﾎﾃﾙ東京 浜松町,,Minato Ku,35.65775,139.7561,Private room,20001,1,0,,,10,133
35585245,Hotel Reyado Kudan: Deluxe Room,267747815,Reyado Hotel,,Chiyoda Ku,35.69306,139.74368,Hotel room,21452,1,5,2020-01-01,0.50,2,90
35585523,【3 mins walk to Nishikasai station】Free bus to TDR or Tokyo station☆Upper floor's standard Twin room with Free Wi-Fi!,267750086,変なﾎﾃﾙ東京 西葛西,,Edogawa Ku,35.6661,139.85766,Private room,20001,1,0,,,6,52
35585529,【3 mins walk to Nishikasai station】Free bus to TDR or Tokyo station☆Upper floor's Deluxe Twin room with Free Wi-Fi!,267750086,変なﾎﾃﾙ東京 西葛西,,Edogawa Ku,35.66594,139.85933,Private room,20001,1,0,,,6,0
35585537,【3 mins walk to Nishikasai station】Free bus to TDR or Tokyo station☆Deluxe Twin room with Free Wi-Fi!,267750086,変なﾎﾃﾙ東京 西葛西,,Edogawa Ku,35.66677,139.85893,Private room,20001,1,0,,,6,0
35585541,【3 mins walk to Nishikasai station】Free bus to TDR or Tokyo station. Upper floor's Standard Double Room with free wifi,267750086,変なﾎﾃﾙ東京 西葛西,,Edogawa Ku,35.66613,139.85896,Private room,20001,1,0,,,6,52
35585548,【3 mins walk to Nishikasai station】Free bus to TDR or Tokyo station☆Standard Twin Room with Free wifi!,267750086,変なﾎﾃﾙ東京 西葛西,,Edogawa Ku,35.66646,139.85773,Private room,20001,1,0,,,6,52
35585552,【3 mins walk to Nishikasai station】Free bus to TDR or Tokyo station☆Standard Double Room with Free Wi-Fi!,267750086,変なﾎﾃﾙ東京 西葛西,,Edogawa Ku,35.66527,139.85936,Private room,20001,1,2,2019-11-11,0.33,6,52
35589683,2 min fm station.20min Ueno.25min Tokyo.Room C,30594609,Angeline,,Adachi Ku,35.7887,139.76944,Private room,4813,1,9,2019-11-16,1.00,3,6
35589953,NY 新宿,267763034,3,,Shinjuku Ku,35.6952,139.70746,Hotel room,29948,1,20,2020-01-25,1.94,1,0
35596440,★NEWOPEN★Senso-ji Temple 3 min walk! Asakusa Sta !,263357887,Airi,,Taito Ku,35.71089,139.79453,Private room,11048,1,23,2020-01-22,2.22,18,156
